LDC	TEDL15_EVAL_18328	Bush	ENG_DF_000170_20150219_F0010008Z:2115-2118	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_29567	Clinton	ENG_DF_000170_20150219_F0010008Z:2127-2133	m.0d06m5	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_12579	America	ENG_DF_000170_20150219_F0010008Z:2336-2342	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_27186	George W. Bush	ENG_DF_000170_20150219_F0010008Z:247-260	m.09b6zr	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_02304	Luddly Neddite	ENG_DF_000170_20150219_F0010008Z:2505-2518	NIL00529	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_28654	JoeB131	ENG_DF_000170_20150219_F0010008Z:293-299	NIL04456	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_05811	middle east	ENG_DF_000170_20150219_F0010008Z:3512-3522	m.04wsz	LOC	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_15486	Saudi	ENG_DF_000170_20150219_F0010008Z:3593-3597	m.01z215	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_18206	Prince	ENG_DF_000170_20150219_F0010008Z:3599-3604	NIL03168	TTL	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_18291	Alwaleed bin Talal	ENG_DF_000170_20150219_F0010008Z:3606-3623	m.02zsbw	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_08003	Adelson	ENG_DF_000170_20150219_F0010008Z:3658-3664	m.05fm_h	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_27637	gipper	ENG_DF_000170_20150219_F0010008Z:4020-4025	NIL04320	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_08556	Kosh	ENG_DF_000170_20150219_F0010008Z:4237-4240	NIL01705	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_32438	Jeb	ENG_DF_000170_20150219_F0010008Z:499-501	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_02472	guy	ENG_DF_000170_20150219_F0010008Z:511-513	m.019x9z	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_15472	corpse	ENG_DF_000170_20150219_F0010008Z:588-593	NIL01018	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_14709	occupied	ENG_DF_000170_20150219_F0010008Z:5890-5897	NIL02643	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_11100	George W. Bush	ENG_DF_000170_20150219_F0010008Z:63-76	m.09b6zr	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04333	Ringel05	ENG_DF_000170_20150219_F0010008Z:642-649	NIL00940	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_29474	Kosh	ENG_DF_000170_20150219_F0010008Z:7480-7483	NIL01705	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_11110	Luddly Neddite	ENG_DF_000170_20150219_F0010008Z:806-819	NIL00529	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_29361	Jeb Bush	ENG_DF_000170_20150219_F0010008Z:82-89	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_02963	man	ENG_DF_000170_20150219_F0010008Z:867-869	m.019x9z	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_26233	Jeb Bush	ENG_DF_000170_20150219_F0010008Z:926-933	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_13994	brother	ENG_DF_000170_20150219_F0010008Z:976-982	m.09b6zr	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_10628	bastard	ENG_DF_000170_20150505_F00100090:159-165	m.019x9z	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_11771	Jeb Bush	ENG_DF_000170_20150505_F00100090:1671-1678	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_06214	Jeb	ENG_DF_000170_20150505_F00100090:1700-1702	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_16574	kaz	ENG_DF_000170_20150505_F00100090:1759-1761	NIL01312	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_29037	Republicans	ENG_DF_000170_20150505_F00100090:2566-2576	m.07wbk	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_16475	HW	ENG_DF_000170_20150505_F00100090:2596-2597	m.034ls	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_09854	Rocko	ENG_DF_000170_20150505_F00100090:2701-2705	NIL01739	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_15656	kaz	ENG_DF_000170_20150505_F00100090:329-331	NIL01312	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_26805	hildebeast	ENG_DF_000170_20150505_F00100090:3669-3678	m.0d06m5	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_22849	Rocko	ENG_DF_000170_20150505_F00100090:3737-3741	NIL01739	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_10570	kaz	ENG_DF_000170_20150505_F00100090:4754-4756	NIL01312	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_25615	Jeb Bush	ENG_DF_000170_20150505_F00100090:55-62	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_11907	Perot	ENG_DF_000170_20150505_F00100090:5807-5811	m.0bxhx	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_15095	Browne	ENG_DF_000170_20150505_F00100090:5822-5827	m.0qfsz	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_13835	Bardarnak	ENG_DF_000170_20150505_F00100090:5843-5851	m.02b9qv	PER	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_17602	Ralph Nader	ENG_DF_000170_20150505_F00100090:5860-5870	m.06dnh	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_05204	Romney	ENG_DF_000170_20150505_F00100090:5894-5899	m.0271_s	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_13144	Obama	ENG_DF_000170_20150505_F00100090:5914-5918	m.02mjmr	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_06265	kaz	ENG_DF_000170_20150505_F00100090:6034-6036	NIL01312	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_31829	Gore	ENG_DF_000170_20150505_F00100090:7081-7084	m.0d05fv	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_01662	Republican	ENG_DF_000170_20150505_F00100090:7095-7104	m.07wbk	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_29213	W	ENG_DF_000170_20150505_F00100090:7175-7175	m.09b6zr	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_10544	tyroneweaver	ENG_DF_000170_20150505_F00100090:7207-7218	NIL02032	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_03438	jeb	ENG_DF_000170_20150505_F00100090:7259-7261	m.019x9z	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_05689	hilary	ENG_DF_000170_20150505_F00100090:7282-7287	m.0d06m5	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_18997	Statistikhengs	ENG_DF_000170_20150505_F00100090:7382-7395	NIL03262	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_14392	Rocko	ENG_DF_000170_20150505_F00100090:8474-8478	NIL01739	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_24525	Rocko	ENG_DF_000170_20150505_F00100090:98-102	NIL01739	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_08764	Rocko	ENG_DF_000170_20150505_F00100090:980-984	NIL01739	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_19035	China	ENG_DF_000170_20150704_F001000CW:11437-11441	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_18585	China	ENG_DF_000170_20150704_F001000CW:11556-11560	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_27926	China	ENG_DF_000170_20150704_F001000CW:12103-12107	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_16010	CCP	ENG_DF_000170_20150704_F001000CW:12521-12523	m.02189	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_14146	CCP	ENG_DF_000170_20150704_F001000CW:12629-12631	m.02189	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_27922	US	ENG_DF_000170_20150704_F001000CW:12685-12686	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04207	China	ENG_DF_000170_20150704_F001000CW:12764-12768	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04427	CCP	ENG_DF_000170_20150704_F001000CW:12777-12779	m.02189	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_21528	CCP	ENG_DF_000170_20150704_F001000CW:12813-12815	m.02189	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_30228	vice-president	ENG_DF_000170_20150704_F001000CW:12878-12891	m.01m55j	PER	NOM	1.0	Y	Y	N
LDC	TEDL15_EVAL_19331	leader	ENG_DF_000170_20150704_F001000CW:13066-13071	m.06ff60	PER	NOM	1.0	Y	Y	N
LDC	TEDL15_EVAL_18338	Xi	ENG_DF_000170_20150704_F001000CW:13074-13075	m.06ff60	PER	NAM	1.0	Y	Y	N
LDC	TEDL15_EVAL_23565	frigidweirdo	ENG_DF_000170_20150704_F001000CW:13125-13136	NIL01545	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_05665	China	ENG_DF_000170_20150704_F001000CW:1383-1387	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_20712	guno	ENG_DF_000170_20150704_F001000CW:141-144	NIL03476	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_25066	Moonglow	ENG_DF_000170_20150704_F001000CW:1489-1496	NIL00687	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_04488	Chinese	ENG_DF_000170_20150704_F001000CW:14995-15001	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_23222	US	ENG_DF_000170_20150704_F001000CW:15028-15029	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_22651	US	ENG_DF_000170_20150704_F001000CW:15058-15059	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_29635	China	ENG_DF_000170_20150704_F001000CW:15072-15076	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_25148	China	ENG_DF_000170_20150704_F001000CW:15101-15105	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_13030	US	ENG_DF_000170_20150704_F001000CW:15158-15159	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_06092	US	ENG_DF_000170_20150704_F001000CW:15364-15365	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_30681	Chinese	ENG_DF_000170_20150704_F001000CW:15386-15392	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04999	US	ENG_DF_000170_20150704_F001000CW:15432-15433	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_03498	China	ENG_DF_000170_20150704_F001000CW:15478-15482	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_25888	Chinese	ENG_DF_000170_20150704_F001000CW:15612-15618	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04702	Bush	ENG_DF_000170_20150704_F001000CW:15651-15654	m.09b6zr	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_19234	Chinese	ENG_DF_000170_20150704_F001000CW:1566-1572	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_00560	US	ENG_DF_000170_20150704_F001000CW:15663-15664	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_21464	China	ENG_DF_000170_20150704_F001000CW:15783-15787	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_11556	CCP	ENG_DF_000170_20150704_F001000CW:15793-15795	m.02189	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_21391	China	ENG_DF_000170_20150704_F001000CW:15911-15915	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_26087	US	ENG_DF_000170_20150704_F001000CW:15966-15967	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_07704	China	ENG_DF_000170_20150704_F001000CW:1873-1877	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_07025	CrusaderFrank	ENG_DF_000170_20150704_F001000CW:1990-2002	NIL01433	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_16303	United States	ENG_DF_000170_20150704_F001000CW:207-219	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_22921	China	ENG_DF_000170_20150704_F001000CW:236-240	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_13758	frigidweirdo	ENG_DF_000170_20150704_F001000CW:3325-3336	NIL01545	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_06498	Chinese	ENG_DF_000170_20150704_F001000CW:388-394	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_28025	Chinese	ENG_DF_000170_20150704_F001000CW:4614-4620	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04099	US	ENG_DF_000170_20150704_F001000CW:4722-4723	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_22496	US	ENG_DF_000170_20150704_F001000CW:4791-4792	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_03092	Moonglow	ENG_DF_000170_20150704_F001000CW:4830-4837	NIL00687	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_09455	China	ENG_DF_000170_20150704_F001000CW:55-59	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_32523	Moonglow	ENG_DF_000170_20150704_F001000CW:6460-6467	NIL00687	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_20981	CrusaderFrank	ENG_DF_000170_20150704_F001000CW:8136-8148	NIL01433	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_32210	Chinese	ENG_DF_000170_20150704_F001000CW:8183-8189	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_03260	Toddsterpatriot	ENG_DF_000170_20150704_F001000CW:8315-8329	NIL00725	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_08369	United States	ENG_DF_000170_20150704_F001000CW:9639-9651	m.09c7w0	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_05828	Chinese	ENG_DF_000170_20150704_F001000CW:9701-9707	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_07656	frigidweirdo	ENG_DF_000170_20150704_F001000CW:9740-9751	NIL01545	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_08859	IPT	ENG_DF_000200_20150206_F001000DR:1266-1268	m.0g9_1tg	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_19270	GCHQ	ENG_DF_000200_20150206_F001000DR:1309-1312	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_19078	young_guns	ENG_DF_000200_20150206_F001000DR:135-144	NIL01279	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_22797	Rakas21	ENG_DF_000200_20150206_F001000DR:1500-1506	NIL03755	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_06061	the OP	ENG_DF_000200_20150206_F001000DR:1554-1559	NIL01279	PER	NOM	1.0	N	N	Y
LDC	TEDL15_EVAL_10114	n00	ENG_DF_000200_20150206_F001000DR:1728-1730	NIL01964	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_09931	British	ENG_DF_000200_20150206_F001000DR:1769-1775	m.07ssc	GPE	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_08581	Investigatory Powers Tribunal	ENG_DF_000200_20150206_F001000DR:183-211	m.0g9_1tg	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_22545	GCHQ	ENG_DF_000200_20150206_F001000DR:1848-1851	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_28937	Investigatory Powers Tribunal	ENG_DF_000200_20150206_F001000DR:1922-1950	m.0g9_1tg	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_14797	Davij038	ENG_DF_000200_20150206_F001000DR:2422-2429	NIL02589	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_16684	GCHQ	ENG_DF_000200_20150206_F001000DR:270-273	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_01938	NSA	ENG_DF_000200_20150206_F001000DR:306-308	m.05htt	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_25674	paddy ashdown	ENG_DF_000200_20150206_F001000DR:3075-3087	m.015f6_	PER	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_08296	bin Ladin	ENG_DF_000200_20150206_F001000DR:3140-3148	m.05mg9	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_20814	n00	ENG_DF_000200_20150206_F001000DR:3188-3190	NIL01964	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_30199	NSA	ENG_DF_000200_20150206_F001000DR:339-341	m.05htt	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_24891	Rakas21	ENG_DF_000200_20150206_F001000DR:3411-3417	NIL03755	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_13974	UK	ENG_DF_000200_20150206_F001000DR:361-362	m.07ssc	GPE	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_14331	Davij038	ENG_DF_000200_20150206_F001000DR:3696-3703	NIL02589	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_26408	n00	ENG_DF_000200_20150206_F001000DR:4030-4032	NIL01964	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_09500	Privacy International	ENG_DF_000200_20150206_F001000DR:4068-4088	m.03ymyr	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_06853	GCHQ	ENG_DF_000200_20150206_F001000DR:411-414	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_22323	Britain	ENG_DF_000200_20150206_F001000DR:4181-4187	m.07ssc	GPE	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_11558	GCHQ	ENG_DF_000200_20150206_F001000DR:4211-4214	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_08524	GCHQ	ENG_DF_000200_20150206_F001000DR:4334-4337	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_25945	NSA	ENG_DF_000200_20150206_F001000DR:4412-4414	m.05htt	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_14186	British	ENG_DF_000200_20150206_F001000DR:4479-4485	m.07ssc	GPE	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_26085	GCHQ	ENG_DF_000200_20150206_F001000DR:4529-4532	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_25499	NSA	ENG_DF_000200_20150206_F001000DR:4601-4603	m.05htt	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_19162	n00	ENG_DF_000200_20150206_F001000DR:4812-4814	NIL01964	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_25263	UK	ENG_DF_000200_20150206_F001000DR:4889-4890	m.07ssc	GPE	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_27048	MI5	ENG_DF_000200_20150206_F001000DR:4925-4927	m.0phpy	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_21111	MI6	ENG_DF_000200_20150206_F001000DR:4933-4935	m.015tvw	ORG	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_21185	British	ENG_DF_000200_20150206_F001000DR:5048-5054	m.07ssc	GPE	NAM	1.0	N	Y	N
LDC	TEDL15_EVAL_31729	samba	ENG_DF_000200_20150206_F001000DR:5582-5586	NIL04821	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_16225	n00	ENG_DF_000200_20150206_F001000DR:5912-5914	NIL01964	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_05919	Kincora	ENG_DF_000200_20150206_F001000DR:6263-6269	m.0b7yry	FAC	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_23463	GCHQ	ENG_DF_000200_20150206_F001000DR:75-78	m.03cn2	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_13266	Kuwait	ENG_DF_000200_20150702_F001000DW:1025-1030	m.047yc	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_09233	caravaggio2	ENG_DF_000200_20150702_F001000DW:1151-1161	NIL01824	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_03070	Muslim	ENG_DF_000200_20150702_F001000DW:1230-1235	m.011pdv3r	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_18479	PopaPork	ENG_DF_000200_20150702_F001000DW:1309-1316	NIL00418	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_20247	Little Toy Gun	ENG_DF_000200_20150702_F001000DW:135-148	NIL00011	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_14097	Snagprophet	ENG_DF_000200_20150702_F001000DW:1597-1607	NIL02553	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_13027	yellowribbon	ENG_DF_000200_20150702_F001000DW:1713-1724	NIL02400	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_18942	getfunky!	ENG_DF_000200_20150702_F001000DW:1880-1888	NIL03052	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_31817	member	ENG_DF_000200_20150702_F001000DW:1949-1954	m.011pdv3r	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_24301	ISIL	ENG_DF_000200_20150702_F001000DW:1959-1962	m.027x630	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04199	member	ENG_DF_000200_20150702_F001000DW:1996-2001	NIL00231	PER	NOM	1.0	Y	N	N
LDC	TEDL15_EVAL_28127	ISIL	ENG_DF_000200_20150702_F001000DW:2006-2009	m.027x630	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_00496	fella	ENG_DF_000200_20150702_F001000DW:2467-2471	NIL00126	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_03906	Moncef Mayal	ENG_DF_000200_20150702_F001000DW:2489-2500	NIL00126	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_11861	gunman	ENG_DF_000200_20150702_F001000DW:2537-2542	NIL00231	PER	NOM	1.0	Y	N	N
LDC	TEDL15_EVAL_10670	gunman	ENG_DF_000200_20150702_F001000DW:2596-2601	NIL00231	PER	NOM	1.0	Y	N	N
LDC	TEDL15_EVAL_09358	Soldieroffortune	ENG_DF_000200_20150702_F001000DW:2931-2946	NIL01844	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_00049	Little Toy Gun	ENG_DF_000200_20150702_F001000DW:3047-3060	NIL00011	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_24323	muslim	ENG_DF_000200_20150702_F001000DW:3922-3927	NIL00126	PER	NOM	1.0	N	N	N
LDC	TEDL15_EVAL_16588	PopaPork	ENG_DF_000200_20150702_F001000DW:3959-3966	NIL00418	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_04666	Mahmood	ENG_DF_000200_20150702_F001000DW:413-419	m.011pdv3r	PER	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_31822	getfunky!	ENG_DF_000200_20150702_F001000DW:4272-4280	NIL03052	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_20774	ISIS	ENG_DF_000200_20150702_F001000DW:469-472	m.027x630	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_27136	PopaPork	ENG_DF_000200_20150702_F001000DW:4723-4730	NIL00418	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_20632	Glasgow	ENG_DF_000200_20150702_F001000DW:474-480	m.0hyxv	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_15280	dropout	ENG_DF_000200_20150702_F001000DW:482-488	m.011pdv3r	PER	NOM	1.0	N	N	N
